Name,Naics Code Description,Address,City,County,State,Zip Code,"Excess Food Estimate, Low (tons per year)"
7 Spice A Catering Comp LLC,Caterers,3415 SW 69th Ave,Miami,Miami-Dade,FL,33155,5.44
700 South Inc,"Cafeterias, Grill Buffets, and Buffets",700 S Hammonds Ferry Rd,Linthicum Heights,Anne Arundel,MD,21090,17.79
"707 Ent Catering , LLC",Caterers,1551 W 9th St,Jacksonville,Duval,FL,32209,1.44
718 Catering Inc,Caterers,85 Knollwood Rd,Roslyn,Nassau,NY,11576,5.84
7-1-Ate Catering Limited Liability Company,Caterers,79 Wilson Ave,Manalapan,Monmouth,NJ,07726,7.03
723 Bethpage Ufsd Cafeteria Emplo,"Cafeterias, Grill Buffets, and Buffets",199 N 2nd St,Bethpage,Nassau,NY,11714,1.44
76 and Paulina Food Truck LLC,Mobile Food Services,7549 S Paulina St,Chicago,Cook,IL,60620,0.38
"765 Catering, Inc.",Caterers,765 Santee St,Los Angeles,Los Angeles,CA,90014,2.82
777 Catering Inc.,Caterers,99-583 Auhau Pl,Aiea,Honolulu,HI,96701,6.52
7813542077,Caterers,158 Adams St,Newton,Middlesex,MA,02458,4.46
789 Deli,Caterers,3580 Aloma Ave Ste 10,Winter Park,Orange,FL,32792,1.55
7bears Catering LLC,Caterers,2664 SW 6th CT,Fort Lauderdale,Broward,FL,33312,1.44
"7hills Catering, LLC",Caterers,1400 Vlg Sq Blvd Ste 3-17,Tallahassee,Leon,FL,32312,1.38
7senses Catering & Event Services,Caterers,6637 Shetland St,Pittsburgh,Allegheny,PA,15206,1.44
7-Spice Chef Catering Corp.,Caterers,1501 Roosevelt Ave A12,Carteret,Middlesex,NJ,07008,2.31
7th Heaven Catering,Caterers,4209 Imperial Eagle Dr,Valrico,Hillsborough,FL,33594,
7th Street Catering Co,Caterers,903 W 7th St,Frederick,Frederick,MD,21701,16.56
80 Main Banquet & Catering,Caterers,80 Main St Ste G,Lockport,Niagara,NY,14094,1.44
801 Catering,Caterers,14587 S 790 W Ste C100,Bluffdale,Salt Lake,UT,84065,4.41
"8020 Catering, LLC",Caterers,5740 Prospect Ave # 2001,Dallas,Dallas,TX,75206,1.33
805 Catering Co,Caterers,2853 Camino Calandria,Thousand Oaks,Ventura,CA,91360,2.05
808 Eats LLC,Caterers,14974 Amso St,Poway,San Diego,CA,92064,8.79
809 At Vickery,Caterers,809 W Vickery Blvd,Fort Worth,Tarrant,TX,76104,1.92
809 Grill & Catering,Caterers,15320 SW 146th Ave,Miami,Miami-Dade,FL,33177,1.49
809 Sports Grill,Caterers,2809 NW Expressway,Oklahoma City,Oklahoma,OK,73112,1.53
81 Park Street LLC,Caterers,81 Park St,Bangor,Penobscot,ME,04401,8.03
817 W Peachtree St NW,Caterers,817 W Peachtree St NW,Atlanta,Fulton,GA,30308,1.44
850 Catering Corp,Caterers,1030 E 26th St,Panama City,Bay,FL,32405,1.42
"868 Catering, LLC",Caterers,5309 Justin CT APT 104,Virginia Beach,Virginia Beach city,VA,23462,1.44
870 Bistro,Caterers,759 Highway 62 E,Mountain Home,Baxter,AR,72653,7.86
"885 Boston Post Road Madison, LLC",Caterers,885 Boston Post Rd,Madison,New Haven,CT,06443,0.49
"8ll Catering and Events, LLC",Caterers,615 Main St,Nashville,Davidson,TN,37206,5.52
8th Fire Catering LLC,Caterers,4607 Normar Rd,Charleston,Kanawha,WV,25309,1.43
9 Catering Services LLC,Caterers,1607 63rd St,Emeryville,Alameda,CA,94608,1.67
9 Jane Catering Corp.,Caterers,129 Happy Rd,Saugerties,Ulster,NY,12477,5.95
9 Lyvz,Caterers,7325 Old Hundred Rd,Raleigh,Wake,NC,27613,1.38
904 Catering LLC,Caterers,5907 Merrill Rd,Jacksonville,Duval,FL,32277,1.38
904 Lunch,Caterers,9119 Merrill Rd Ste 15,Jacksonville,Duval,FL,32225,14.44
911 Tacos & Catering LLC,Caterers,3225 Sheridan Rd,Mount Pleasant,Racine,WI,53403,2.30
913 Nutrition,Snack and Nonalcoholic Beverage Bars,11144 Antioch Rd,Overland Park,Johnson,KS,66210,8.36
"918 Dogs & Catering, LLC",Caterers,10034 E 572 Rd Unit E,Catoosa,Rogers,OK,74015,1.06
"918 Nutrition, LLC",Snack and Nonalcoholic Beverage Bars,5647 E 41st St,Tulsa,Tulsa,OK,74135,8.47
92 Nassau Enterprises Ltd,Caterers,92 Nassau Ave,Brooklyn,Kings,NY,11222,15.18
92 Ways Catering LLC,Caterers,122 Ramona Dr SW,Milledgeville,Baldwin,GA,31061,1.05
96H BRAND CATERING,Caterers,921 Patrick Dr,Pinole,Contra Costa,CA,94564,1.23
99 Cafeteria Inc.,"Cafeterias, Grill Buffets, and Buffets",9900 NW 80th Ave Unit 4a,Miami Lakes,Miami-Dade,FL,33016,3.96
"9th St. Ramen, LLC",Mobile Food Services,111 W 9th St,Los Angeles,Los Angeles,CA,90015,0.46
A & A Caterers Corp,Caterers,1271 Broadway Frnt 1,New York,New York,NY,10001,4.02
A & A Catering LLC,Caterers,5 Westwick CT,Annapolis,Anne Arundel,MD,21403,6.03
A & A Event and Catering Services LLC,Caterers,3124 11th Ave E,Bradenton,Manatee,FL,34208,1.38
A & B Cakes and Catering LLC,Caterers,6055 Westgate Dr APT 524,Orlando,Orange,FL,32835,1.44
A & B Culinary Delights LLC,Caterers,10123 Winterbrook Ln,Jessup,Howard,MD,20794,2.53
"A & C Tailoring-Alterations and Catering, Inc.",Caterers,10501 NW 50th St,Sunrise,Broward,FL,33351,4.89
A & D Snacks LLC,Mobile Food Services,646 Hesperides Rd,Lake Wales,Polk,FL,33853,0.57
A & F Catering L.L.C.,Caterers,4064 Highway 2,Marianna,Jackson,FL,32446,1.44
A & Gs Food Truck Llc.,Mobile Food Services,41 Pineywood Dr,Hawkinsville,Pulaski,GA,31036,1.63
A & J Monumental Snacks Inc.,Mobile Food Services,540 W 165th St APT 4a,New York,New York,NY,10032,8.73
A & Jay Caters LLC,Caterers,15940 Byside Pt W APT 6,Fort Myers,Lee,FL,33908,1.44
A & K Catering,Caterers,102 Corgy Dr,Cary,Wake,NC,27513,1.32
A & M Global Enterprise.,"Cafeterias, Grill Buffets, and Buffets",2348 Walsh Ave Ste G,Santa Clara,Santa Clara,CA,95051,14.38
A & M Snacks,Mobile Food Services,19153 Galatina St,Rowland Heights,Los Angeles,CA,91748,11.22
A & P Catering,Caterers,4827 Jersey Pike APT 510,Chattanooga,Hamilton,TN,37416,1.66
A & R Catering Ltd,Caterers,6550 Longley Ln Ste 110,Reno,Washoe,NV,89511,8.08
A & R Deals,Mobile Food Services,1410 W College St,Murfreesboro,Rutherford,TN,37129,1.71
A & R Elite Catering LLC,Caterers,4150 Oakwood Ln,Matteson,Cook,IL,60443,1.44
A & R Food Service Corporation,Mobile Food Services,310 Lowell St,Andover,Essex,MA,01810,1.25
A & R Snack Bar LLC,Snack and Nonalcoholic Beverage Bars,200 Schuyler Ave,North Arlington,Bergen,NJ,07031,12.68
A & R. Sporty's Catering,Caterers,241 Millbury Ave,Millbury,Worcester,MA,01527,6.69
"A & S Delicious Catering Service, Inc.",Caterers,10871 SW 188th St Unit 22,Cutler Bay,Miami-Dade,FL,33157,9.10
"A & T Party Rentals & Catering, LLC",Caterers,4230 SW 52nd CT,Fort Lauderdale,Broward,FL,33314,1.44
"A + Catering & Sweets Unlimited, LLC",Caterers,46068 Milton Rd Lot 62,Hammond,Tangipahoa,LA,70401,1.44
A 2 Z Catering & Event Planning Corp.,Caterers,1540 Coleman St,Brooklyn,Kings,NY,11234,5.89
"A 3 Catering, LLC",Caterers,80 Country Ln APT 28,Vernon,Tolland,CT,06066,7.89
A A B A Inc,"Cafeterias, Grill Buffets, and Buffets",910 Mapunapuna St,Honolulu,Honolulu,HI,96819,8.69
A A G Food Trucks,Mobile Food Services,549 Draft Horse Pl,Norco,Riverside,CA,92860,9.98
A and A House Keeping and Catering,Caterers,42 Fox St,Dorchester,Suffolk,MA,02122,1.44
"A and B Cafeterias, Inc.","Cafeterias, Grill Buffets, and Buffets",21037 Norman Shores Dr,Cornelius,Mecklenburg,NC,28031,1.44
"A and B Snack Bars, Inc.",Snack and Nonalcoholic Beverage Bars,4237 King George Dr,Harrisburg,Dauphin,PA,17109,1.44
A and N Catering LLC,Caterers,296 Palisade Ave,Bogota,Bergen,NJ,07603,1.32
A and R Culinary Services Inc,Caterers,16 Rising Pl,Rochester,Monroe,NY,14607,4.42
A and T Catering LLC,Caterers,456 Jonesboro Rd,Arcadia,Bienville,LA,71001,1.44
A and Z Catering,Caterers,30 Obrien CT,Bayonne,Hudson,NJ,07002,1.32
A B Catering,Caterers,109 NW Railroad St,Robersonville,Martin,NC,27871,1.96
A Backstage Catering Z,Caterers,3894 Eloise St,Jacksonville,Duval,FL,32205,5.10
A Bao Time LLC,Mobile Food Services,18251 58th Ave Ne,Kenmore,King,WA,98028,11.83
A Better Catering Company,Caterers,6848 Fields Ln,Pensacola,Escambia,FL,32505,4.28
A Big Sky Events and Catering LLC,Caterers,1923 N 25th St,Boise,Ada,ID,83702,11.08
A Big Sur Affair,Caterers,27497 Schulte Rd,Carmel,Monterey,CA,93923,1.58
A Bit of Charlie's Food Truck LLC,Mobile Food Services,206 W Middle St,Franklin Grove,Lee,IL,61031,0.38
A Bite of Heaven,Caterers,492c Cedar Ln Ste 201,Teaneck,Bergen,NJ,07666,0.79
A C Catering LLC,Caterers,1323 E 92nd St,Brooklyn,Kings,NY,11236,5.89
A C Lucatero LLC,Caterers,612 Serrena Ln,San Diego,San Diego,CA,92154,8.79
A C M Catering,Caterers,20 Hardy CT,Lancaster,Lancaster,PA,17602,5.80
A C Mills Jr,Mobile Food Services,294 Cedaridge Dr,San Diego,San Diego,CA,92114,0.65
A Catered Affair,Caterers,2827 Valley Forge St,Sarasota,Sarasota,FL,34231,1.74
A Catered Affair,Caterers,3016 N 102nd St,Omaha,Douglas,NE,68134,31.64
A Catered Affair,Caterers,317 N High St,Trivoli,Peoria,IL,61569,1.45
A Catered Affair,Caterers,337 York St,Newport,Campbell,KY,41071,16.16
A Catered Affair,Caterers,854 Centre St,Ridgeland,Madison,MS,39157,9.25
A Catered Affair,Caterers,1201 Nottingham Cir,West Chester,Chester,PA,19380,5.10
A Catered Affair By Ricardo Inc,Caterers,22207 SW 58th Ave,Boca Raton,Palm Beach,FL,33428,
A Catered Affair LLC,Caterers,199 Old Hartford Rd 8b,Colchester,New London,CT,06415,2.76
"A Catered Affair, Inc.",Caterers,3502 Quail Crest St,Grapevine,Tarrant,TX,76051,6.49
A Catered Event,Caterers,160 Lake St N,Big Lake,Sherburne,MN,55309,0.83
A Catered Occasion,Caterers,2718 Arthur Rd,Remus,Mecosta,MI,49340,2.75
A Catered Touch,Caterers,6802 75th Dr Ne,Marysville,Snohomish,WA,98270,84.18
A Catering Cornucopia,Caterers,300 Joan Ter,Virginia Beach,Virginia Beach city,VA,23452,6.06
"A Chef For You, LLC",Caterers,239 E High St,Phila,Philadelphia,PA,19144,8.12
A Chef To Call Your Own,Caterers,5 Lawrence Rd,Salem,Rockingham,NH,03079,0.82
A Chefs Creation Catering Inc,Caterers,124 Union St,Walla Walla,Walla Walla,WA,99362,0.71
A Chef's Experience Catering LLC,Caterers,307 Durington Pl,Cary,Wake,NC,27518,1.44
"A Chefs Flavor Catering & Events, LLC",Caterers,2310 Deerfield Chase SE,Conyers,Rockdale,GA,30013,1.44
A Chef's Personal Touch LLC,Caterers,222 West St,Columbus Grove,Putnam,OH,45830,2.53
A Classical Affair,Caterers,221 Spalding Gates Dr,Atlanta,Fulton,GA,30328,4.18
A Cook For You,Caterers,1770 E 30th St,Jacksonville,Duval,FL,32206,1.19
A Creole Girl Catering Incorporated,Caterers,647 Chalmette St,Harvey,Jefferson,LA,70058,14.94
"A Culinary Conversation, LLC",Caterers,138 Decatur St,Brooklyn,Kings,NY,11216,1.44
"A Culinary Creation, LLC",Caterers,178 Sagamore St,Melbourne,Brevard,FL,32904,1.44
A Culinary Mind Personal Chef Services,Caterers,2530 Harbor Ln,Bellmore,Nassau,NY,11710,7.01
A Culture and Catering Company,Caterers,521 Oakcrest St,Altamonte Springs,Seminole,FL,32714,1.44
A Cut Above Catering,Caterers,12610 Apalachian Way,Fishers,Hamilton,IN,46037,6.79
A Cut Above Catering,Caterers,135 Kimbell Farm Dr,Locust Grove,Henry,GA,30248,2.42
A Daily Affair Catering LLC,Caterers,1257 Wakefield Dr,Houston,Harris,TX,77018,6.88
A Dash of Flavor Catering,Caterers,3034 Betsy CT,Glenn Heights,Ellis,TX,75154,5.67
A Dash of Salt LLC,Caterers,42 Van Zant St,Norwalk,Fairfield,CT,06855,8.18
"A Dash of Spice, Inc.",Caterers,282 SW Amesbury Ave,Port Saint Lucie,St. Lucie,FL,34953,
A Date With 4 Caterers,Caterers,3105 Pebble Beach Cv,Memphis,Shelby,TN,38115,1.49
"A Day To Remember, LLC",Caterers,4 1/2 Hawthorne Ave,Methuen,Essex,MA,01844,15.02
A Delicious Affair LLC,Caterers,6 Harriet St APT 1,Norwalk,Fairfield,CT,06851,10.64
A Delightful Day,Caterers,941 Cove Rd,Sturgeon Bay,Door,WI,54235,9.66
A Difference In Dining,Caterers,503 37th Ave N,Myrtle Beach,Horry,SC,29577,5.49
A Different Flavor Catering & Restaurant,Caterers,200 Newton Bridge Rd,Athens,Clarke,GA,30607,5.25
A Family Affair Catering,Caterers,446 Lamarque CT,Grass Valley,Nevada,CA,95945,2.98
"A Family Affair Catering Company, LLC",Caterers,3003 Haydock CT,Suffolk,Suffolk city,VA,23435,2.85
"A Family Feast, Inc.",Caterers,39 Freeman Dr,Plymouth,Plymouth,MA,02360,0.78
A Fare Extraordinaire Catering,Caterers,3426 64th Ave Ne,Naples,Collier,FL,34120,6.34
A Fare To Remember,Caterers,4960 William Flynn Hwy # 4,Allison Park,Allegheny,PA,15101,4.14
"A Few Xtras, LLC",Mobile Food Services,8705 N Mattox Rd APT C154,Kansas City,Platte,MO,64154,5.14
A Food Affair Catering,Caterers,1513 S Robertson Blvd,Los Angeles,Los Angeles,CA,90035,1.38
"A Fork Full of Earth Organic Catering, LLC",Caterers,15 Wood Ln,Fairfax,Marin,CA,94930,2.40
A FRAICHE NOTE CULINARY SERVICES LLC,Caterers,1566 39th Ave,Vero Beach,Indian River,FL,32960,9.79
A Fresh Endeavor,Caterers,21 Felton St,Woburn,Middlesex,MA,01801,9.02
A Full Plate,Caterers,3415 Goose Creek Rd,Louisville,Jefferson,KY,40241,2.17
"A Gala Event & Catering, Inc",Caterers,5317 Jackwood Dr,San Antonio,Bexar,TX,78238,18.30
A Good Little Snack LLC,Snack and Nonalcoholic Beverage Bars,7050 Milne Blvd,New Orleans,Orleans,LA,70124,21.20
A Grab Snack Inc,Snack and Nonalcoholic Beverage Bars,500 Fullerton Ave,Carol Stream,DuPage,IL,60199,1.94
A Grand Affair Catering,Caterers,902 Brackenridge Ave,Brackenridge,Allegheny,PA,15014,9.48
"A Grand Affaire, Inc.",Caterers,3221 S 376th Pl,Auburn,King,WA,98001,4.93
A Grand Elegance,Caterers,215 Kirkwood Run,Crestview,Okaloosa,FL,32536,9.66
A H Green LLC,Caterers,2685 Meadowood Dr,Weston,Broward,FL,33332,6.53
A Heavenly Bite Catering LLC,Caterers,20975 SW 184th Ave,Miami,Miami-Dade,FL,33187,7.62
A Heavenly Taste Cafe & Catering Inc,Caterers,1232 SW Jefferson St # 40,Portland,Multnomah,OR,97201,1.44
"A Home For Chris, LLC",Caterers,857 Granite Falls Ln,Lincoln,Placer,CA,95648,4.89
A Hum Music LLC,Caterers,136 Hopper Ave,Waldwick,Bergen,NJ,07463,6.75
A Js On Main,Caterers,651 S Main St,Grapevine,Tarrant,TX,76051,3.54
A Judy Creation Taste-N-See Bakery and Catering,Caterers,1337 E Deshler Ave,Columbus,Franklin,OH,43206,1.51
A K Snack Bar,Snack and Nonalcoholic Beverage Bars,3622 Allen Rd,Bakersfield,Kern,CA,93314,1.68
A Katered Affair By Karen LLC,Caterers,1725 S State Rd,Omer,Arenac,MI,48749,0.71
"A Kaytahring Company, LLC",Caterers,8100 Barstow St Ne # 16202,Albuquerque,Bernalillo,NM,87122,12.86
A Key To Your Heart Catering LLC,Caterers,104 Wayne Ave NW,Fort Walton Beach,Okaloosa,FL,32548,1.44
A Kitchen Maven,Caterers,5005 E Dartmouth Ave,Denver,Denver,CO,80222,0.85
A L Dukes Inc,Caterers,906 Painted Post Rd,Pikesville,Baltimore,MD,21208,3.56
A L Snacks,Mobile Food Services,7731 66th Rd,Middle Village,Queens,NY,11379,6.24
A La Bonne Franquette,Mobile Food Services,5834 2nd Ave,Los Angeles,Los Angeles,CA,90043,9.98
A La Carte,Caterers,31 Brantley CT,Getzville,Erie,NY,14068,4.50
A La Carte,Caterers,4316 Sandhurst Dr,Orlando,Orange,FL,32817,1.19
A La Carte,Caterers,13 Crossway,Clinton,Hunterdon,NJ,08809,1.38
A La Carte,Caterers,2118 Greenbriar Rd,Springfield,Sangamon,IL,62704,2.37
A La Carte Culinary Services LLC,Caterers,80 N Washington Ave,Bergenfield,Bergen,NJ,07621,2.07
A La Carte Dessert & Catering,Caterers,7132 Montgomery Rd,Cincinnati,Hamilton,OH,45236,1.88
A La Carte Family Bbq & Catering LLC,Caterers,8990 N Davis Cir,Hayden,Kootenai,ID,83835,1.44
A La Meza Catering LLC,Caterers,2217 Ne 9th St,Renton,King,WA,98056,7.74
A La Minute Inc.,Caterers,16 E Redlands Blvd,Redlands,San Bernardino,CA,92373,1.33
A Little Bite Catering LLC,Caterers,10644 S Pearl Ave,Yuma,Yuma,AZ,85365,5.89
A Little Britt of Heaven,Caterers,711 Commerce St,Refugio,Refugio,TX,78377,1.33
A Little On The Side Catering LLC,Caterers,22831 Lake Blvd,Saint Clair Shores,Macomb,MI,48082,1.19
A Little Taste of The Keys Inc,Caterers,145 Dove Lake Dr,Tavernier,Monroe,FL,33070,7.53
A Lovable Feast,Caterers,55 Provo Ln,Alamo,Contra Costa,CA,94507,8.75
A Mare Terra Catering,Caterers,138 Natches Trce,Coppell,Dallas,TX,75019,2.39
"A Markedly Superior Catering Company, LLC",Caterers,5100 Willowtree Rd,Marrero,Jefferson,LA,70072,2.95
A Marshall Catering & Take Out II,Caterers,613 E Atlantic Blvd,Pompano Beach,Broward,FL,33060,7.82
A Matter of Taste,Caterers,5547 Rockhill Rd,Kansas City,Jackson,MO,64110,1.15
A Matter of Taste Catering LLC,Caterers,94 9th Ave,Hawthorne,Passaic,NJ,07506,5.79
A Matter of Taste Catering LLC,Caterers,195 Raymond Rd,West Hartford,Hartford,CT,06107,6.02
"A Matter of Taste Catering, Inc.",Caterers,178 Elmwood Ave,Roosevelt,Nassau,NY,11575,1.44
A Matter of Taste Palm Beach LLC,Caterers,25 Rood Ave,Windsor,Hartford,CT,06095,5.27
"A Meal and A Prayer, LLC",Mobile Food Services,1910 Madison Ave,Memphis,Shelby,TN,38104,7.48
A Meeting Place,Caterers,411 Washington Ave,Haddonfield,Camden,NJ,08033,2.12
A Midsummer Night,Caterers,608 Pickens Rd,Yakima,Yakima,WA,98908,3.13
A Monique Affair,Caterers,1624 Franklin St Ste 1015,Oakland,Alameda,CA,94612,5.79
"A Most Excellent Catering Adventure, Inc.",Caterers,10940 Parallel Pkwy K29,Kansas City,Wyandotte,KS,66109,19.32
A Mother's Touch Catering Limited Liability Company,Caterers,168 Parkside Dr,Union,Union,NJ,07083,1.44
A Moveable Feast LLC,Caterers,99 Monroe Ave NW Ste 1210,Grand Rapids,Kent,MI,49503,2.58
A Moveable Feast LLC,Caterers,1613 E Maplecrest Dr,Bloomington,Monroe,IN,47408,1.55
A Moveable Feast LLC,Caterers,102 Oakhurst CT,Missoula,Missoula,MT,59803,10.12
A Moveable Feast Personal Chef Service,Caterers,1367 Atlantic City Ave,Grover Beach,San Luis Obispo,CA,93433,6.47
A New Dawn Catering & Meal Prep Limited Liability Company,Caterers,2301 N Rolling Rd Ste B,Windsor Mill,Baltimore,MD,21244,1.44
A New Taste Sensation Chocolate Fountains,Caterers,1920 Market St,Denver,Denver,CO,80202,0.64
A One Caterers,Caterers,514 Ne 21st Ave,Homestead,Miami-Dade,FL,33033,11.54
A Passion For Catering LLC,Caterers,13281 Haverhill Dr,Spring Hill,Hernando,FL,34609,2.11
A Perfect Bite Catering,Caterers,20402 E Lasalle Pl,Aurora,Arapahoe,CO,80013,10.17
A Perfect Bite Catering Inc.,Caterers,146 Van Gordon St,Lakewood,Jefferson,CO,80228,19.86
A Perfect Pantry,Mobile Food Services,41 S 6th Ave,Tucson,Pima,AZ,85701,0.82
A Perfect Pear Catering and Grille LLC,Caterers,3270 S Hwy A1a Ste 106,Melbourne Beach,Brevard,FL,32951,1.44
"A Perfect Pear Catering, Inc.",Caterers,3270 S Hwy A1a Ste 106,Melbourne Beach,Brevard,FL,32951,11.24
A Perfect Setting Catering,Caterers,6810 Broadway Unit E,Denver,Adams,CO,80221,25.12
A Perfect Taste,Caterers,530 Washington St,Stoughton,Norfolk,MA,02072,4.50
A Personal Touch Catering,Caterers,4301 SE Ash St,Portland,Multnomah,OR,97215,11.17
A Personal Touch Catering Service LLC,Caterers,155 Frederica Ave NW,Palm Bay,Brevard,FL,32907,0.97
A Pimento Catering,Caterers,510 17th St NW,Charlottesville,Charlottesville city,VA,22903,11.95
A Pinch of Lemon,Caterers,1407 Palace Ave,Saint Paul,Ramsey,MN,55105,1.76
"A Pinch of Salt, LLC",Caterers,468 Brewster St,Bridgeport,Fairfield,CT,06605,7.09
A Plate To Remember LLC,Caterers,6301 Glade Ave APT K124,Woodland Hills,Los Angeles,CA,91367,6.58
A Plus Catering,Caterers,5145 Lake Ridge Pkwy,Grand Prairie,Dallas,TX,75052,3.15
A Posh Event Catering LLC,Caterers,1331 S Colt Dr,Gilbert,Maricopa,AZ,85296,8.49
A Posto Personal Chef Services LLC,Caterers,1242 NW Spring St,Newport,Lincoln,OR,97365,0.71
A Proper Bite Catering Company LLC,Caterers,4820 Hunter Trl,Chattanooga,Hamilton,TN,37415,1.96
A Protrait On A Plate Catering LLC,Caterers,1588 Veterans Mem Hwy SW,Austell,Cobb,GA,30168,4.20
A Queens Touch Catering LLC,Caterers,7326 Stockton Blvd # 203,Sacramento,Sacramento,CA,95823,1.44
A Queenz Handz Catering LLC,Caterers,428 Roselyn St,Philadelphia,Philadelphia,PA,19120,1.44
A Request Chef DBA,Caterers,207 Loehr Rd,Tolland,Tolland,CT,06084,5.81
A Rich Catering,Caterers,247 Bloomfield Dr,West Palm Beach,Palm Beach,FL,33405,
"A Riviera Runs Through It, LLC",Caterers,4346 Ne Davis St,Portland,Multnomah,OR,97213,4.51
A S I Wyoming,Mobile Food Services,414 US Highway 14a,Powell,Park,WY,82435,0.44
A S Italian Pork Store,Caterers,87 E Main St,East Islip,Suffolk,NY,11730,1.01
A Savor For You,Caterers,7200 Morrison Dr,Greenbelt,Prince Georges,MD,20770,1.58
A Seasonal Table,Caterers,2505 Royal Ave Ste B,Simi Valley,Ventura,CA,93065,1.38
A Seat By The Chef Inc,Caterers,11211 Avocet Ln APT 101,Raleigh,Wake,NC,27617,6.04
A Sharper Palate Catering Company,Caterers,11350 Taylor Rd,Chesterfield,Chesterfield,VA,23838,8.95
A Simple Something Catering,Caterers,3757 Bellaire CT,Norton Shores,Muskegon,MI,49441,2.14
A Simple Taste of Elegance,Caterers,8012 Chimney Trl,San Antonio,Bexar,TX,78244,2.83
A Sip of Class LLC,Caterers,1117 Liberty Pkwy NW,Atlanta,Fulton,GA,30318,1.63
"A Snack For You, LLC",Snack and Nonalcoholic Beverage Bars,700 Mobjack Pl,Newport News,Newport News city,VA,23606,2.36
"A Sophisticated Affair, Inc.",Caterers,709 Thornbush Dr,Grand Prairie,Dallas,TX,75052,1.38
A Soulful Touch Catering & Events LLC,Caterers,5204 Bentgrass Dr,Raleigh,Wake,NC,27610,1.44
A Southern Bartender,Caterers,1043 Provincial Cir C,Mount Pleasant,Charleston,SC,29464,0.47
A Special Touch Catering,Caterers,3000 Fair Meadows Dr,Monroe,Union,NC,28110,4.30
"A Step Ahead Catering, LLC",Caterers,4350 Doubles Alley Dr,Vero Beach,Indian River,FL,32967,1.44
A Sweet Connection Inc.,Caterers,4830 Farming Ridge Blvd,Reading,Berks,PA,19606,1.36
A Sweet Fix,Caterers,5733 Westchase Dr,Fort Worth,Tarrant,TX,76180,2.11
A T P Restaurants Inc,Caterers,Thornton Rd and Glen ML Mile,Thornton,Delaware,PA,19373,43.99
A Table LLC,Caterers,4843 Geary Blvd,San Francisco,San Francisco,CA,94118,8.28
A Taste,Caterers,110 Pinyon Pine Cir,Athens,Clarke,GA,30606,1.01
A Taste Above Catering,Caterers,3562 Blechnum Fern Ln,Sarasota,Sarasota,FL,34235,1.64
A Taste Above Catering,Caterers,1425 San Andres Ave NW,Albuquerque,Bernalillo,NM,87107,1.43
A Taste of Alabama Catering Services LLC,Caterers,7337 S Sth Shr Dr APT 704,Chicago,Cook,IL,60649,1.44
A Taste of Brooklyn Luv Catering Services LLC,Caterers,1804 Edwardsville Rd,Madison,Madison,IL,62060,1.44
"A Taste of Cindy's Kitchen, LLC",Caterers,3606 Atlanta Hwy Ste E,Hiram,Paulding,GA,30141,8.21
