prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Silver Bullet Investigation,Limited-Service Restaurants,3929 SE 2nd St,Topeka,Shawnee,KS,66607
2921,In-Range,243,Caterers,KS,6084,6084,Silver Catering LLC,Caterers,12301 Long St,Shawnee Mission,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Silverthorn Enterprises Inc.,Limited-Service Restaurants,12571 Antioch Rd,Shawnee Mission,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,32422,39000,Silverthorn Enterprises Inc.,Limited-Service Restaurants,15157 W 119th St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,17458,21000,Silverthorn Enterprises Inc.,Limited-Service Restaurants,7750 State Ave,Kansas City,Wyandotte,KS,66112
60617,High,5051,Limited-Service Restaurants,KS,22446,27000,Silverthorn Enterprises Inc.,Limited-Service Restaurants,9410 Mission Rd,Leawood,Johnson,KS,66206
60617,High,5051,Limited-Service Restaurants,KS,3358,21000,Simone Chickenbone LLC,Limited-Service Restaurants,524 S Commerce St,Wichita,Sedgwick,KS,67202
60617,High,5051,Limited-Service Restaurants,KS,1816,1816,Simple Simons Pizza,Limited-Service Restaurants,14994 Forest View Dr,Bonner Springs,Wyandotte,KS,66012
2921,In-Range,243,Caterers,KS,10557,47488,Simply Sarah's Catering,Caterers,1518 SW 41st St,Topeka,Shawnee,KS,66609
13922,High,1160,Full-Service Restaurants,KS,9289,9289,Sinbads Hookah Bar,Full-Service Restaurants,9306 Rosner Dr,Lenexa,Johnson,KS,66219
13922,In-Range,1160,Full-Service Restaurants,KS,27090,57664,Sit At Thai Bistro,Full-Service Restaurants,7603 W 21st St N Ste 101,Wichita,Sedgwick,KS,67205
60617,In-Range,5051,Limited-Service Restaurants,KS,20005,69000,Sk2go LLC,Limited-Service Restaurants,11404 W 144th St,Overland Park,Johnson,KS,66221
13922,In-Range,1160,Full-Service Restaurants,KS,22080,27136,Skalenda's Taco Inc,Full-Service Restaurants,3106 10th St,Great Bend,Barton,KS,67530
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Skalenda's Taco Inc,Full-Service Restaurants,600 E 30th Ave,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,5520,14872,Skalenda's Taco Inc,Full-Service Restaurants,615 E 56th Ave,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,3471,27136,Skeet's Bbq LLC,Full-Service Restaurants,1010 N 4th St,Burlington,Coffey,KS,66839
2921,In-Range,243,Caterers,KS,6576,30528,Skip's Catering & Concessions,Caterers,42 N 170th Rd,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,8580,30528,Slaps Bbq,Full-Service Restaurants,553 Central Ave,Kansas City,Wyandotte,KS,66101
60617,High,5051,Limited-Service Restaurants,KS,27713,54000,Slice of History,Limited-Service Restaurants,1200 Oread Ave,Lawrence,Douglas,KS,66044
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Smell Our Butts Bbq LLC,Full-Service Restaurants,1015 Maize Rd,Colby,Thomas,KS,67701
60617,High,5051,Limited-Service Restaurants,KS,9976,12000,Smitco Eatries Inc,Limited-Service Restaurants,1115 Bluemont Ave,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,7482,9000,Smitco Eatries Inc,Limited-Service Restaurants,2911 SW Topeka Blvd,Topeka,Shawnee,KS,66611
13922,In-Range,1160,Full-Service Restaurants,KS,9765,23744,Smitty & Co. Inc.,Full-Service Restaurants,1716 E Arlington Rd,Hutchinson,Reno,KS,67501
13922,In-Range,1160,Full-Service Restaurants,KS,5972,27136,Smittys Electrical Service,Full-Service Restaurants,9719 W Westlawn St,Wichita,Sedgwick,KS,67212
13922,In-Range,1160,Full-Service Restaurants,KS,8877,37312,Smoke Hoss LLC,Full-Service Restaurants,808 W Carthage St,Meade,Meade,KS,67864
2921,In-Range,243,Caterers,KS,16719,30528,Smokey Hill Catering LLC,Caterers,204 N Poplar Dr,Gardner,Johnson,KS,66030
13922,In-Range,1160,Full-Service Restaurants,KS,9025,40704,Smokey's On The Blvd,Full-Service Restaurants,14521 Metcalf Ave,Overland Park,Johnson,KS,66223
13922,In-Range,1160,Full-Service Restaurants,KS,11146,20352,Smokin Butts Lloyd Lowe Memorial Bbq Team Inc,Full-Service Restaurants,516 S Wabash CT,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,14325,33920,Smokin Co Bbq,Full-Service Restaurants,100 W 21st St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,2977,21000,Smoothie Wave LLC,Limited-Service Restaurants,605 S 4th St,Louisburg,Miami,KS,66053
13922,In-Range,1160,Full-Service Restaurants,KS,5920,27136,Snacks Meriam EZ LLC,Full-Service Restaurants,2000 N Buckeye Ave,Abilene,Dickinson,KS,67410
60617,High,5051,Limited-Service Restaurants,KS,20435,33000,Snoflower,Limited-Service Restaurants,12201 Mohawk Rd,Leawood,Johnson,KS,66209
60617,High,5051,Limited-Service Restaurants,KS,32422,39000,Snsa Inc.,Limited-Service Restaurants,8234 Parallel Pkwy,Kansas City,Wyandotte,KS,66112
60617,High,5051,Limited-Service Restaurants,KS,18577,30000,Snsa Inc.,Limited-Service Restaurants,8397 Melrose Dr,Lenexa,Johnson,KS,66214
60617,In-Range,5051,Limited-Service Restaurants,KS,40184,67840,Soda Shoppe Cafe,Limited-Service Restaurants,800 Main St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,4988,33000,Sodak Tacos Inc,Limited-Service Restaurants,4108 Blackjack Oak Dr,Lawrence,Douglas,KS,66047
2921,In-Range,243,Caterers,KS,5216,27136,Sodexo Catering Services,Caterers,1 Kellogg Cir,Emporia,Lyon,KS,66801
13922,In-Range,1160,Full-Service Restaurants,KS,14233,14233,Sombreros Mexican Cantina LLC,Full-Service Restaurants,22702 Midland Dr,Shawnee,Johnson,KS,66226
13922,In-Range,1160,Full-Service Restaurants,KS,9105,27136,Song Xiao Jun,Full-Service Restaurants,7818 State Ave,Kansas City,Wyandotte,KS,66112
60617,In-Range,5051,Limited-Service Restaurants,KS,35376,150000,Sonic Drive In of Coffeyville LLP,Limited-Service Restaurants,802 W 11th St,Coffeyville,Montgomery,KS,67337
60617,High,5051,Limited-Service Restaurants,KS,13993,13993,Sonic Drive In of Hesston Kansas,Limited-Service Restaurants,707 E Lincoln Blvd,Hesston,Harvey,KS,67062
60617,In-Range,5051,Limited-Service Restaurants,KS,12688,72000,Sonic Drive In of Lansing,Limited-Service Restaurants,715 Center Dr,Lansing,Leavenworth,KS,66043
60617,High,5051,Limited-Service Restaurants,KS,23903,23903,Sonic Drive In of Park City LP A Kansas,Limited-Service Restaurants,6122 N Broadway Ave,Park City,Sedgwick,KS,67219
60617,In-Range,5051,Limited-Service Restaurants,KS,11243,69000,Sonic Drive In of Russell Kansas,Limited-Service Restaurants,1219 S Fossil St,Russell,Russell,KS,67665
60617,In-Range,5051,Limited-Service Restaurants,KS,28713,135000,Sonic Drive In of Tonganoxie,Limited-Service Restaurants,550 Northstar CT,Tonganoxie,Leavenworth,KS,66086
60617,In-Range,5051,Limited-Service Restaurants,KS,14828,84000,Sonic Drive In of West 21st Street LP,Limited-Service Restaurants,8689 W 21st St N,Wichita,Sedgwick,KS,67205
60617,High,5051,Limited-Service Restaurants,KS,14964,18000,Sonic Drive-In,Limited-Service Restaurants,107 Arizona Ave,Holton,Jackson,KS,66436
60617,In-Range,5051,Limited-Service Restaurants,KS,64844,78000,Sonic Drive-In,Limited-Service Restaurants,107 N Rock Rd,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,2873,18000,Sonic Drive-In,Limited-Service Restaurants,15516 State Ave,Basehor,Leavenworth,KS,66007
60617,In-Range,5051,Limited-Service Restaurants,KS,12753,72000,Sonic Drive-In,Limited-Service Restaurants,1708 Vine St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,48917,48917,Sonic Drive-In,Limited-Service Restaurants,2711 Anderson Ave,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,38244,38244,Sonic Drive-In,Limited-Service Restaurants,2939 E 21st St N,Wichita,Sedgwick,KS,67214
60617,In-Range,5051,Limited-Service Restaurants,KS,13227,72000,Sonic Drive-In,Limited-Service Restaurants,3648 N Maize Rd,Wichita,Sedgwick,KS,67205
60617,In-Range,5051,Limited-Service Restaurants,KS,13713,72000,Sonic Drive-In,Limited-Service Restaurants,3909 10th St,Great Bend,Barton,KS,67530
60617,In-Range,5051,Limited-Service Restaurants,KS,4215,75000,Sonic Drive-In,Limited-Service Restaurants,748 Odonnell Dr,Ellsworth,Ellsworth,KS,67439
60617,In-Range,5051,Limited-Service Restaurants,KS,32452,165000,Sonic Drive-In,Limited-Service Restaurants,800 N 3rd St,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,3676,21000,Sonic Drive-In,Limited-Service Restaurants,8612 W Maple St,Wichita,Sedgwick,KS,67209
60617,In-Range,5051,Limited-Service Restaurants,KS,12883,72000,Sonic Drive-In,Limited-Service Restaurants,920 State Ave,Kansas City,Wyandotte,KS,66101
60617,High,5051,Limited-Service Restaurants,KS,5406,5406,Sonic Drive-In,Limited-Service Restaurants,9801 Quivira Rd,Overland Park,Johnson,KS,66215
60617,High,5051,Limited-Service Restaurants,KS,30951,30951,Sonic Drive-In of 6th Street Lawrence Kansas A Limited Partnership,Limited-Service Restaurants,410 N Oak St,Iola,Allen,KS,66749
60617,High,5051,Limited-Service Restaurants,KS,18126,18126,Sonic Drive-In of Burlington,Limited-Service Restaurants,1105 N 4th St,Burlington,Coffey,KS,66839
60617,High,5051,Limited-Service Restaurants,KS,2117,2117,Sonic Drive-In of Parsons KS Inc,Limited-Service Restaurants,3113 Main St,Parsons,Labette,KS,67357
60617,High,5051,Limited-Service Restaurants,KS,42727,42727,Sonic Restaurant Inc,Limited-Service Restaurants,1265 E 119th St,Olathe,Johnson,KS,66061
60617,In-Range,5051,Limited-Service Restaurants,KS,82302,99000,Sonic Restaurants Inc.,Limited-Service Restaurants,1008 N 78th St,Kansas City,Wyandotte,KS,66112
60617,In-Range,5051,Limited-Service Restaurants,KS,59856,72000,Sonic Restaurants Inc.,Limited-Service Restaurants,12090 Metcalf Ave,Overland Park,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,16917,45000,Sonny and Boua Baccam Inc,Limited-Service Restaurants,15350 S Constance St,Olathe,Johnson,KS,66062
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Soul Food LLC,Full-Service Restaurants,12847 Goddard Ave,Overland Park,Johnson,KS,66213
13922,High,1160,Full-Service Restaurants,KS,4886,4886,Soul Sisters Fusion,Full-Service Restaurants,1812 W Douglas Ave,Wichita,Sedgwick,KS,67203
13922,High,1160,Full-Service Restaurants,KS,2352,13568,Souper Salad Restaurant,Full-Service Restaurants,2010 SW Westport Dr,Topeka,Shawnee,KS,66604
13922,In-Range,1160,Full-Service Restaurants,KS,5119,20352,South Forty Cafe,Full-Service Restaurants,401 S US 99 Hwy,Westmoreland,Pottawatomie,KS,66549
13922,In-Range,1160,Full-Service Restaurants,KS,3048,20352,South Side Loaves N Fishes,Full-Service Restaurants,35003 310 Ave,Ransom,Ness,KS,67572
13922,High,1160,Full-Service Restaurants,KS,2879,2879,South Side Restaurant LLC,Full-Service Restaurants,904 E Douglas Ave,Wichita,Sedgwick,KS,67202
13922,In-Range,1160,Full-Service Restaurants,KS,2935,16960,Southern Star Cafe LLC,Full-Service Restaurants,905 SW Naismith Pl,Topeka,Shawnee,KS,66606
13922,In-Range,1160,Full-Service Restaurants,KS,20070,125504,Southgate Food Inc.,Full-Service Restaurants,20014 W 153rd St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,5623,5623,Southside Grill LLC,Limited-Service Restaurants,1112 S US Old Highway 75,Sabetha,Nemaha,KS,66534
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Southwest K F C Inc,Limited-Service Restaurants,234 W Pancake Blvd,Liberal,Seward,KS,67901
60617,High,5051,Limited-Service Restaurants,KS,35174,60000,Southwestern Oklahoma Pizza Corp,Limited-Service Restaurants,330 E Madison Ave Ste B10,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,47386,57000,Spangles Inc,Limited-Service Restaurants,120 E 4th Ave,Hutchinson,Reno,KS,67501
60617,In-Range,5051,Limited-Service Restaurants,KS,52374,63000,Spangles Inc,Limited-Service Restaurants,1601 N Rock Rd,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Spangles Inc,Limited-Service Restaurants,2310 N Maize Rd,Wichita,Sedgwick,KS,67205
60617,High,5051,Limited-Service Restaurants,KS,10239,10239,Spangles Inc,Limited-Service Restaurants,3433 N Rock Rd Ste 101,Wichita,Sedgwick,KS,67226
60617,High,5051,Limited-Service Restaurants,KS,7419,33000,Spangles Inc,Limited-Service Restaurants,531 S Andover Rd,Andover,Butler,KS,67002
13922,In-Range,1160,Full-Service Restaurants,KS,8507,33920,Spaulding's Food & Drink,Full-Service Restaurants,220 W 3rd St,Andover,Butler,KS,67002
60617,In-Range,5051,Limited-Service Restaurants,KS,87290,105000,Spin Concepts Inc.,Limited-Service Restaurants,14230 W 119th St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Spin Concepts Inc.,Limited-Service Restaurants,525 Wakarusa Dr Ste A,Lawrence,Douglas,KS,66049
60617,In-Range,5051,Limited-Service Restaurants,KS,87290,105000,Spin Concepts Inc.,Limited-Service Restaurants,6501 W 135th St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,14854,24000,Spinning Pies LLC,Limited-Service Restaurants,103 E Main St,Independence,Montgomery,KS,67301
13922,In-Range,1160,Full-Service Restaurants,KS,17160,67840,Sports Page LLC,Full-Service Restaurants,2920 10th St,Great Bend,Barton,KS,67530
13922,In-Range,1160,Full-Service Restaurants,KS,3799,23744,Spring Creek Ventures Inc.,Full-Service Restaurants,1827 N 100th Rd,Baldwin City,Douglas,KS,66006
60617,High,5051,Limited-Service Restaurants,KS,17529,33000,Spring Park Custard LLC,Limited-Service Restaurants,7309 E 21st St N,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,17397,60000,Stanley Dairy Queen,Limited-Service Restaurants,7580 W 151st St,Shawnee Mission,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,9990,9990,Stanley Hinman,Limited-Service Restaurants,605 W Crawford St,Clay Center,Clay,KS,67432
13922,In-Range,1160,Full-Service Restaurants,KS,13856,30528,Stanley James Smokehouse,Full-Service Restaurants,1500 E 23rd St,Lawrence,Douglas,KS,66046
60617,High,5051,Limited-Service Restaurants,KS,2906,18000,Starbucks,Limited-Service Restaurants,2107 S 4th St,Leavenworth,Leavenworth,KS,66048
60617,High,5051,Limited-Service Restaurants,KS,19952,24000,Starbucks Coffee International Inc.,Limited-Service Restaurants,3807 W 95th St,Overland Park,Johnson,KS,66206
60617,High,5051,Limited-Service Restaurants,KS,37410,45000,Starbucks Corporation,Limited-Service Restaurants,10201 W 75th St,Overland Park,Johnson,KS,66204
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Starbucks Corporation,Limited-Service Restaurants,1219 Bluemont Ave,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,39904,48000,Starbucks Corporation,Limited-Service Restaurants,15225 W 135th St,Olathe,Johnson,KS,66062
60617,In-Range,5051,Limited-Service Restaurants,KS,92278,111000,Starbucks Corporation,Limited-Service Restaurants,2006 N Rock Rd Ste 200,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,40448,40448,Starbucks Corporation,Limited-Service Restaurants,2315 S 9th St,Salina,Saline,KS,67401
60617,High,5051,Limited-Service Restaurants,KS,17458,21000,Starbucks Corporation,Limited-Service Restaurants,4415 E 21st St N,Wichita,Sedgwick,KS,67208
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Starbucks Corporation,Limited-Service Restaurants,6970 Mission Rd,Shawnee Mission,Johnson,KS,66208
60617,High,5051,Limited-Service Restaurants,KS,24940,30000,Starbucks Corporation,Limited-Service Restaurants,814 E Chestnut St,Junction City,Geary,KS,66441
60617,High,5051,Limited-Service Restaurants,KS,32422,39000,Starbucks Corporation,Limited-Service Restaurants,8971 W Central Ave,Wichita,Sedgwick,KS,67212
60617,High,5051,Limited-Service Restaurants,KS,4321,27136,Station,Limited-Service Restaurants,219 W Main St,Council Grove,Morris,KS,66846
13922,In-Range,1160,Full-Service Restaurants,KS,5918,23744,Stayalert Enterprises LLC,Full-Service Restaurants,514 W 33rd St,Hays,Ellis,KS,67601
13922,In-Range,1160,Full-Service Restaurants,KS,138000,169600,Steak N Shake Inc.,Full-Service Restaurants,3111 Nieder Rd,Lawrence,Douglas,KS,66047
60617,High,5051,Limited-Service Restaurants,KS,27866,27866,Steve Ostermann,Limited-Service Restaurants,10240 W 75th St,Shawnee Mission,Johnson,KS,66204
60617,High,5051,Limited-Service Restaurants,KS,11722,60000,Steven Walter,Limited-Service Restaurants,1502 Church Ln,Eudora,Douglas,KS,66025
13922,In-Range,1160,Full-Service Restaurants,KS,6600,23744,Stevenson Rechelle Renee,Full-Service Restaurants,115 N Kansas Ave,Selden,Sheridan,KS,67757
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Stilwell Bakery & Cafe LLC,Full-Service Restaurants,17888 Garnett St,Overland Park,Johnson,KS,66221
2921,In-Range,243,Caterers,KS,63480,78016,Stilwell Hotel Timmons Ballroom,Caterers,707 N Broadway St,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,7693,30528,Stockyard Restaurant LLC,Full-Service Restaurants,360 W Madison St,Fredonia,Wilson,KS,66736
60617,High,5051,Limited-Service Restaurants,KS,5185,23744,Stockyards Plaza Inc,Limited-Service Restaurants,,Edna,Labette,KS,67342
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Stone Creek Sandwiches,Full-Service Restaurants,912 Ames St,Baldwin City,Douglas,KS,66006
13922,High,1160,Full-Service Restaurants,KS,1931,10176,Stone Soup LLC,Full-Service Restaurants,512 Locust St,Lawrence,Douglas,KS,66044
13922,In-Range,1160,Full-Service Restaurants,KS,29723,54272,Story.,Full-Service Restaurants,3931 W 69th Ter,Prairie Village,Johnson,KS,66208
13922,In-Range,1160,Full-Service Restaurants,KS,17170,57664,Strates Country Kitchen,Full-Service Restaurants,E Hgwy 50,Kinsley,Edwards,KS,67547
60617,In-Range,5051,Limited-Service Restaurants,KS,58147,91584,Streetcar Station LLC,Limited-Service Restaurants,515 S Main St,Galena,Cherokee,KS,66739
13922,In-Range,1160,Full-Service Restaurants,KS,57589,105152,Strouds,Full-Service Restaurants,8301 W 135th St,Overland Park,Johnson,KS,66223
60617,In-Range,5051,Limited-Service Restaurants,KS,111463,111463,Stroud's South,Limited-Service Restaurants,4200 Shawnee Mission Pkwy,Fairway,Johnson,KS,66205
2921,In-Range,243,Caterers,KS,2879,23744,Stuebner's Mobile Catering LLC,Caterers,302 N Gold St,Paola,Miami,KS,66071
60617,High,5051,Limited-Service Restaurants,KS,6346,27000,Sub Station,Limited-Service Restaurants,602 W Main St,Hill City,Graham,KS,67642
60617,High,5051,Limited-Service Restaurants,KS,16719,16719,Subway,Limited-Service Restaurants,10329 Metcalf Ave,Overland Park,Johnson,KS,66212
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway,Limited-Service Restaurants,11411 E Kellogg Dr,Wichita,Sedgwick,KS,67207
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway,Limited-Service Restaurants,1207 S Tyler Rd Ste A,Wichita,Sedgwick,KS,67209
60617,High,5051,Limited-Service Restaurants,KS,13626,13626,Subway,Limited-Service Restaurants,1301 SW 37th St,Topeka,Shawnee,KS,66611
60617,High,5051,Limited-Service Restaurants,KS,6057,27000,Subway,Limited-Service Restaurants,13600 S Alden St,Olathe,Johnson,KS,66062
60617,High,5051,Limited-Service Restaurants,KS,16719,16719,Subway,Limited-Service Restaurants,14324 Juniper St,Overland Park,Johnson,KS,66224
60617,High,5051,Limited-Service Restaurants,KS,11303,27000,Subway,Limited-Service Restaurants,1601 S Kansas Rd,Newton,Harvey,KS,67114
60617,High,5051,Limited-Service Restaurants,KS,13838,13838,Subway,Limited-Service Restaurants,1700 10th Ave,Leavenworth,Leavenworth,KS,66048
60617,High,5051,Limited-Service Restaurants,KS,12892,12892,Subway,Limited-Service Restaurants,200 Washington St,Ellis,Ellis,KS,67637
60617,High,5051,Limited-Service Restaurants,KS,21624,33000,Subway,Limited-Service Restaurants,2502 S Santa Fe Ave,Chanute,Neosho,KS,66720
60617,High,5051,Limited-Service Restaurants,KS,6921,27000,Subway,Limited-Service Restaurants,2700 S Santa Fe Ave,Chanute,Neosho,KS,66720
60617,High,5051,Limited-Service Restaurants,KS,6207,27000,Subway,Limited-Service Restaurants,315 Southwest Blvd,Kansas City,Wyandotte,KS,66103
60617,High,5051,Limited-Service Restaurants,KS,10847,10847,Subway,Limited-Service Restaurants,3201 N 16th St,Parsons,Labette,KS,67357
60617,High,5051,Limited-Service Restaurants,KS,6483,27000,Subway,Limited-Service Restaurants,3301 Eharry,Wichita,Sedgwick,KS,67218
60617,High,5051,Limited-Service Restaurants,KS,12892,12892,Subway,Limited-Service Restaurants,3408 Vine St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,8111,8111,Subway,Limited-Service Restaurants,3714 State Ave,Kansas City,Wyandotte,KS,66102
60617,High,5051,Limited-Service Restaurants,KS,6805,27000,Subway,Limited-Service Restaurants,3760 SW South Park Ave B,Topeka,Shawnee,KS,66609
60617,High,5051,Limited-Service Restaurants,KS,2151,16960,Subway,Limited-Service Restaurants,400 State St,Phillipsburg,Phillips,KS,67661
60617,High,5051,Limited-Service Restaurants,KS,7553,27000,Subway,Limited-Service Restaurants,409 W Frontier Pkwy,Oberlin,Decatur,KS,67749
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway,Limited-Service Restaurants,4110 W Central Ave,Wichita,Sedgwick,KS,67212
60617,High,5051,Limited-Service Restaurants,KS,2879,2879,Subway,Limited-Service Restaurants,445 E Leiter Ave,Cunningham,Kingman,KS,67035
60617,High,5051,Limited-Service Restaurants,KS,5960,27000,Subway,Limited-Service Restaurants,500 E 7th St,Strong City,Chase,KS,66869
60617,High,5051,Limited-Service Restaurants,KS,13775,37312,Subway,Limited-Service Restaurants,501 N Main St,Lansing,Leavenworth,KS,66043
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway,Limited-Service Restaurants,5475 N Meridian Ave,Wichita,Sedgwick,KS,67204
60617,High,5051,Limited-Service Restaurants,KS,22293,36000,Subway,Limited-Service Restaurants,5701 Silverheel St,Shawnee,Johnson,KS,66226
60617,High,5051,Limited-Service Restaurants,KS,5715,27000,Subway,Limited-Service Restaurants,6000 Leavenworth Rd,Kansas City,Wyandotte,KS,66104
60617,High,5051,Limited-Service Restaurants,KS,26008,42000,Subway,Limited-Service Restaurants,613 N East Ave,Columbus,Cherokee,KS,66725
60617,High,5051,Limited-Service Restaurants,KS,5327,5327,Subway,Limited-Service Restaurants,7934 E Harry St,Wichita,Sedgwick,KS,67207
60617,High,5051,Limited-Service Restaurants,KS,6236,27000,Subway,Limited-Service Restaurants,9134 Woodend Rd,Edwardsville,Wyandotte,KS,66111
60617,High,5051,Limited-Service Restaurants,KS,13031,13031,Subway 4942,Limited-Service Restaurants,2214 E Kansas Ave Ste 17,Garden City,Finney,KS,67846
60617,High,5051,Limited-Service Restaurants,KS,11115,11115,Subway of Beloit,Limited-Service Restaurants,509 W 8th St,Beloit,Mitchell,KS,67420
60617,High,5051,Limited-Service Restaurants,KS,7436,27000,Subway of Medicine Lodge,Limited-Service Restaurants,103 N Iliff St,Medicine Lodge,Barber,KS,67104
60617,High,5051,Limited-Service Restaurants,KS,18577,30000,Subway of Shree Ram LLC,Limited-Service Restaurants,26103 W 108th Ter,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,2435,2435,Subway Restaurant,Limited-Service Restaurants,1001 Highway 40 Ste 1,Oakley,Logan,KS,67748
60617,High,5051,Limited-Service Restaurants,KS,2997,2997,Subway Restaurant,Limited-Service Restaurants,1016 W Douglas Ave,Wichita,Sedgwick,KS,67203
60617,High,5051,Limited-Service Restaurants,KS,7396,27000,Subway Restaurant,Limited-Service Restaurants,104 W Market St Ste A,Osage City,Osage,KS,66523
60617,High,5051,Limited-Service Restaurants,KS,2260,2260,Subway Restaurant,Limited-Service Restaurants,121 Peter Pan Rd,Independence,Montgomery,KS,67301
60617,High,5051,Limited-Service Restaurants,KS,16719,16719,Subway Restaurant,Limited-Service Restaurants,16675 Midland Dr,Shawnee,Johnson,KS,66217
60617,High,5051,Limited-Service Restaurants,KS,6939,27000,Subway Restaurant,Limited-Service Restaurants,205 W Saint John St,Girard,Crawford,KS,66743
60617,High,5051,Limited-Service Restaurants,KS,7226,27000,Subway Restaurant,Limited-Service Restaurants,2101 S Princeton St,Ottawa,Franklin,KS,66067
60617,High,5051,Limited-Service Restaurants,KS,6764,27000,Subway Restaurant,Limited-Service Restaurants,2301 Industrial Rd Frnt,Emporia,Lyon,KS,66801
60617,High,5051,Limited-Service Restaurants,KS,20926,45000,Subway Restaurant,Limited-Service Restaurants,2417 N Main St,Hutchinson,Reno,KS,67502
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway Restaurant,Limited-Service Restaurants,2424 S West St,Wichita,Sedgwick,KS,67217
60617,High,5051,Limited-Service Restaurants,KS,2575,6000,Subway Restaurant,Limited-Service Restaurants,3015 N Broadway St,Pittsburg,Crawford,KS,66762
60617,High,5051,Limited-Service Restaurants,KS,6530,21000,Subway Restaurant,Limited-Service Restaurants,3131 Nieder Rd Ste B,Lawrence,Douglas,KS,66047
60617,High,5051,Limited-Service Restaurants,KS,13626,13626,Subway Restaurant,Limited-Service Restaurants,3217 SW Topeka Blvd,Topeka,Shawnee,KS,66611
60617,High,5051,Limited-Service Restaurants,KS,7608,27000,Subway Restaurant,Limited-Service Restaurants,395 N K 7 Hwy Ste 154,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,6071,27000,Subway Restaurant,Limited-Service Restaurants,4301 Vine St,Hays,Ellis,KS,67601
60617,High,5051,Limited-Service Restaurants,KS,16994,16994,Subway Restaurant,Limited-Service Restaurants,4603 Shawnee Dr,Kansas City,Wyandotte,KS,66106
60617,High,5051,Limited-Service Restaurants,KS,6015,6015,Subway Restaurant,Limited-Service Restaurants,5000 10th Ave,Leavenworth,Leavenworth,KS,66048
60617,High,5051,Limited-Service Restaurants,KS,6255,27000,Subway Restaurant,Limited-Service Restaurants,6218 E 37th St N,Bel Aire,Sedgwick,KS,67220
60617,High,5051,Limited-Service Restaurants,KS,37763,60000,Subway Restaurant,Limited-Service Restaurants,6565 State Ave,Kansas City,Wyandotte,KS,66102
60617,High,5051,Limited-Service Restaurants,KS,14342,14342,Subway Restaurant,Limited-Service Restaurants,710 N Main St,Cheney,Sedgwick,KS,67025
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Subway Restaurant,Limited-Service Restaurants,747 N Ridge Rd,Wichita,Sedgwick,KS,67212
