prepared_predicted,prediction_level,per_month,Naics_orig,State_orig,excess_low_lbs_orig,excess_high_lbs_orig,Name,Naics,Address,City,County,State,zip
13922,In-Range,1160,Full-Service Restaurants,KS,6888,37312,Gourmet To Go/Loft Catering,Full-Service Restaurants,102 S Skyline Dr,Salina,Saline,KS,67401
13922,High,1160,Full-Service Restaurants,KS,1638,3392,Grab'n'go Hot Dogs LLC,Full-Service Restaurants,1306 Drury Ln,Emporia,Lyon,KS,66801
60617,High,5051,Limited-Service Restaurants,KS,31350,39000,Graham Restaurant Group,Limited-Service Restaurants,13021 Kansas Ave,Bonner Springs,Wyandotte,KS,66012
13922,In-Range,1160,Full-Service Restaurants,KS,35297,64448,Grand Wok,Full-Service Restaurants,15810 Shwnee Mission Pkwy,Shawnee,Johnson,KS,66217
2921,In-Range,243,Caterers,KS,7014,7014,Grandma Wock's Catering LLC,Caterers,8540 SW 61st St,Topeka,Shawnee,KS,66610
60617,High,5051,Limited-Service Restaurants,KS,16913,33000,Grandpas Burger Box,Limited-Service Restaurants,106 W 2nd St,Tonganoxie,Leavenworth,KS,66086
60617,High,5051,Limited-Service Restaurants,KS,16665,36000,Grandstand Burgers,Limited-Service Restaurants,812 S Silver St,Paola,Miami,KS,66071
13922,High,1160,Full-Service Restaurants,KS,9335,9335,Granite City Food & Brewery Ltd.,Full-Service Restaurants,2661 N Maize Rd,Wichita,Sedgwick,KS,67205
13922,In-Range,1160,Full-Service Restaurants,KS,9618,30528,Grannies,Full-Service Restaurants,301 N Cedar St,Hillsboro,Marion,KS,67063
13922,In-Range,1160,Full-Service Restaurants,KS,13257,37312,Granny B'S Family Diner,Full-Service Restaurants,2930 Main St,Parsons,Labette,KS,67357
13922,In-Range,1160,Full-Service Restaurants,KS,18915,24000,Great China Restaurant,Full-Service Restaurants,2001 W Main St,Independence,Montgomery,KS,67301
13922,In-Range,1160,Full-Service Restaurants,KS,18218,44096,Great Taste Inc,Full-Service Restaurants,405 E Main St,Gardner,Johnson,KS,66030
13922,In-Range,1160,Full-Service Restaurants,KS,3484,30528,Great Wall,Full-Service Restaurants,6254 E 37th St N Ste 160,Bel Aire,Sedgwick,KS,67220
13922,In-Range,1160,Full-Service Restaurants,KS,5168,27136,Great Wall Chinese Restaurant,Full-Service Restaurants,641 S Broadway Blvd,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,16976,44096,Great Wall Chinese Restaurant,Full-Service Restaurants,1022 W 8th St,Wellington,Sumner,KS,67152
13922,In-Range,1160,Full-Service Restaurants,KS,5996,30528,Great Wall Chinese Restaurant,Full-Service Restaurants,13303 W Maple St Ste 105,Wichita,Sedgwick,KS,67235
13922,In-Range,1160,Full-Service Restaurants,KS,19122,40704,Great Wall Restaurant,Full-Service Restaurants,407 E Pawnee St,Wichita,Sedgwick,KS,67211
13922,In-Range,1160,Full-Service Restaurants,KS,22309,47488,Great Wall Rock Rd,Full-Service Restaurants,2240 N Rock Rd Ste 104,Wichita,Sedgwick,KS,67226
13922,High,1160,Full-Service Restaurants,KS,3166,13568,Greek House Chefs Inc,Full-Service Restaurants,1301 W Campus Rd,Lawrence,Douglas,KS,66044
13922,High,1160,Full-Service Restaurants,KS,6618,6618,Green Lantern,Full-Service Restaurants,15061 Metcalf Ave,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,18475,36000,Green Stone Coffee Company LLC,Limited-Service Restaurants,2008 Palmer CT,Lawrence,Douglas,KS,66047
60617,High,5051,Limited-Service Restaurants,KS,24150,39000,Grimaldis Pizzeria,Limited-Service Restaurants,5601 W 135th St,Overland Park,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,9709,9709,Grinder Man,Limited-Service Restaurants,101 S Summit St,Arkansas City,Cowley,KS,67005
60617,High,5051,Limited-Service Restaurants,KS,12011,36000,Grinders Pizza,Limited-Service Restaurants,10240 Pflumm Rd,Lenexa,Johnson,KS,66215
60617,High,5051,Limited-Service Restaurants,KS,2879,2879,Grounded Mobile Coffee LLC,Limited-Service Restaurants,21707 W 95th Ter,Lenexa,Johnson,KS,66220
60617,High,5051,Limited-Service Restaurants,KS,4522,4522,Groundhouse Coffee,Limited-Service Restaurants,103 S Elm St,Gardner,Johnson,KS,66030
60617,High,5051,Limited-Service Restaurants,KS,16719,27000,Groundhouse South,Limited-Service Restaurants,18855 S Gardner Rd,Gardner,Johnson,KS,66030
13922,High,1160,Full-Service Restaurants,KS,6769,6769,Grumpy's Grumpy's Steakhouse and Bar,Full-Service Restaurants,130 W A Ave,Kingman,Kingman,KS,67068
60617,High,5051,Limited-Service Restaurants,KS,12892,27000,Gt. Bend Coffee L.L.C.,Limited-Service Restaurants,376 Grove Ter,Great Bend,Barton,KS,67530
13922,High,1160,Full-Service Restaurants,KS,2284,10176,Guadalajara Mexican Restaurant,Full-Service Restaurants,1620 S Broadway St,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,11303,30528,Guo's Kitchen Inc,Full-Service Restaurants,427 SE 10th St,Newton,Harvey,KS,67114
13922,High,1160,Full-Service Restaurants,KS,3150,13568,Gus's Restaurant LLC,Full-Service Restaurants,2130 220th St,Robinson,Brown,KS,66532
60617,High,5051,Limited-Service Restaurants,KS,6188,36000,Gusto LLC,Limited-Service Restaurants,5435 Johnson Dr,Shawnee Mission,Johnson,KS,66205
13922,In-Range,1160,Full-Service Restaurants,KS,5298,27136,Gyroville,Full-Service Restaurants,2855 SW Wanamaker Rd C,Topeka,Shawnee,KS,66614
13922,In-Range,1160,Full-Service Restaurants,KS,4606,23744,Habanero,Full-Service Restaurants,104 S Desmet Ln Ste 10,Saint Marys,Pottawatomie,KS,66536
13922,In-Range,1160,Full-Service Restaurants,KS,16719,30528,Habanero Grill,Full-Service Restaurants,7769 Quivira Rd,Lenexa,Johnson,KS,66216
2921,In-Range,243,Caterers,KS,6261,33920,Hall Banquet Benton,Caterers,14399 SW 20th St,Benton,Butler,KS,67017
13922,In-Range,1160,Full-Service Restaurants,KS,11146,20352,Hall Cascadia,Full-Service Restaurants,8500 W 151st St,Shawnee Mission,Johnson,KS,66223
60617,High,5051,Limited-Service Restaurants,KS,4782,21000,Hamburger Heroes,Limited-Service Restaurants,1500 E 61st St N,Park City,Sedgwick,KS,67219
60617,High,5051,Limited-Service Restaurants,KS,15673,15673,Hamburger Paradise LLC,Limited-Service Restaurants,10657 Quail Hill Dr,Ozawkie,Jefferson,KS,66070
60617,In-Range,5051,Limited-Service Restaurants,KS,40285,90000,Hammer Inc,Limited-Service Restaurants,103 E Front St,Bonner Springs,Wyandotte,KS,66012
13922,In-Range,1160,Full-Service Restaurants,KS,28683,61056,Hangar One Steakhouse,Full-Service Restaurants,5925 W Kellogg Dr,Wichita,Sedgwick,KS,67209
13922,In-Range,1160,Full-Service Restaurants,KS,22689,22689,Hanna's Corner,Full-Service Restaurants,2605 N Taylor Plz,Garden City,Finney,KS,67846
13922,In-Range,1160,Full-Service Restaurants,KS,42393,42393,Hanover Pancake House,Full-Service Restaurants,1034 S Kansas Ave,Topeka,Shawnee,KS,66612
13922,In-Range,1160,Full-Service Restaurants,KS,18957,30528,Happy Eggroll LLC,Full-Service Restaurants,4033 Garden Ln,Cheney,Sedgwick,KS,67025
13922,High,1160,Full-Service Restaurants,KS,4776,4776,Happy Family Restaurant,Full-Service Restaurants,901 E 4th St,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,20435,37312,Happy Food Co.,Full-Service Restaurants,11880 W 91st St,Overland Park,Johnson,KS,66214
13922,In-Range,1160,Full-Service Restaurants,KS,7724,37312,Happy Valley LLC,Full-Service Restaurants,2307 Tuttle Creek Blvd A,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,4620,18000,Harbor Lights Coffeehouse,Limited-Service Restaurants,316 Shawnee St,Leavenworth,Leavenworth,KS,66048
60617,In-Range,5051,Limited-Service Restaurants,KS,35057,66000,Hardees,Limited-Service Restaurants,2053 N Amidon Ave,Wichita,Sedgwick,KS,67203
60617,In-Range,5051,Limited-Service Restaurants,KS,52374,63000,Hardee's,Limited-Service Restaurants,2101 N Rock Rd,Derby,Sedgwick,KS,67037
60617,High,5051,Limited-Service Restaurants,KS,12343,27000,Hardee's,Limited-Service Restaurants,2400 E Kansas Ave,McPherson,McPherson,KS,67460
60617,High,5051,Limited-Service Restaurants,KS,5285,24000,Hardee's Restaurants LLC,Limited-Service Restaurants,10500 Metcalf Ave,Shawnee Mission,Johnson,KS,66212
13922,High,1160,Full-Service Restaurants,KS,2277,2277,Harry Bhakta,Full-Service Restaurants,453 S Broadway Blvd,Salina,Saline,KS,67401
60617,High,5051,Limited-Service Restaurants,KS,23903,23903,Harry's Bar & Grill Inc,Limited-Service Restaurants,3023 E Douglas Ave,Wichita,Sedgwick,KS,67211
13922,High,1160,Full-Service Restaurants,KS,11220,11220,Harry's Cafe Inc,Full-Service Restaurants,412 N Broadway St,Pittsburg,Crawford,KS,66762
60617,In-Range,5051,Limited-Service Restaurants,KS,35057,66000,Hartmoor Concessions,Limited-Service Restaurants,8151 N Hartman Arena Dr,Park City,Sedgwick,KS,67147
13922,In-Range,1160,Full-Service Restaurants,KS,40448,40448,Harvest Wheat Inc.,Full-Service Restaurants,2273 S 9th St,Salina,Saline,KS,67401
60617,In-Range,5051,Limited-Service Restaurants,KS,57589,93000,Hattie's Fine Coffee By Copeland LLC,Limited-Service Restaurants,5343 Birch St,Roeland Park,Johnson,KS,66205
13922,In-Range,1160,Full-Service Restaurants,KS,3167,23744,Hawaiian Bros.,Full-Service Restaurants,1501 W 23rd St,Lawrence,Douglas,KS,66046
13922,High,1160,Full-Service Restaurants,KS,3072,3072,Haysville Fish Company LLC,Full-Service Restaurants,7301 S Broadway Ave,Haysville,Sedgwick,KS,67060
13922,In-Range,1160,Full-Service Restaurants,KS,79882,145856,Haywards Pit Bbq,Full-Service Restaurants,10901 W 75th St,Overland Park,Johnson,KS,66214
13922,In-Range,1160,Full-Service Restaurants,KS,79882,145856,Haywire's Pit Inc,Full-Service Restaurants,10901 W 75th St,Overland Park,Johnson,KS,66214
13922,In-Range,1160,Full-Service Restaurants,KS,70593,128896,Hbha Cafe,Full-Service Restaurants,5801 W 115th St,Overland Park,Johnson,KS,66211
60617,In-Range,5051,Limited-Service Restaurants,KS,59694,150000,Heart of Texas Pizza LP,Limited-Service Restaurants,7700 E Polo Dr,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,30360,37312,Heartbeat Coffee LP,Limited-Service Restaurants,1200 S Main St,McPherson,McPherson,KS,67460
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Heartland Cafe Uptown,Full-Service Restaurants,325 S Kansas Ave,Topeka,Shawnee,KS,66603
60617,High,5051,Limited-Service Restaurants,KS,35174,60000,Heartland Pizza L.L.C.,Limited-Service Restaurants,330 E Madison Ave Ste B10,Derby,Sedgwick,KS,67037
13922,In-Range,1160,Full-Service Restaurants,KS,13341,30528,Heartland Wheat Inc.,Full-Service Restaurants,101 Goodfood Pl,Manhattan,Riley,KS,66502
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Heaven Sent Soul Food LLC,Full-Service Restaurants,1108 Suntree Pl APT 1915,Kansas City,Wyandotte,KS,66103
60617,High,5051,Limited-Service Restaurants,KS,11826,27000,Heavenly Pizza,Limited-Service Restaurants,110 E High St,Leon,Butler,KS,67074
13922,High,1160,Full-Service Restaurants,KS,2879,2879,Heavenly Taste Sushi LLC,Full-Service Restaurants,2711 S Springdale St # 1,Pittsburg,Crawford,KS,66762
13922,In-Range,1160,Full-Service Restaurants,KS,7106,30528,HEI WA Restaurant,Full-Service Restaurants,295 N Moonlight Rd,Gardner,Johnson,KS,66030
13922,In-Range,1160,Full-Service Restaurants,KS,4016,20352,Hen House Markets,Full-Service Restaurants,11209 W 165th St,Overland Park,Johnson,KS,66221
60617,High,5051,Limited-Service Restaurants,KS,31870,31870,Henry Helgerson Company Inc,Limited-Service Restaurants,2900 S Hydraulic St,Wichita,Sedgwick,KS,67216
13922,In-Range,1160,Full-Service Restaurants,KS,20015,20015,Henry's On Henry Street LLC,Full-Service Restaurants,11 E 8th St,Lawrence,Douglas,KS,66044
13922,High,1160,Full-Service Restaurants,KS,5881,5881,Her Hero,Full-Service Restaurants,7601 W 140th St APT 1706,Overland Park,Johnson,KS,66223
13922,High,1160,Full-Service Restaurants,KS,11994,11994,Hhb Bbq LLC,Full-Service Restaurants,2138 SW Plass Ave,Topeka,Shawnee,KS,66611
2921,In-Range,243,Caterers,KS,27429,27429,Hickory Tree Catering,Caterers,304 3rd St,Smolan,McPherson,KS,67456
60617,High,5051,Limited-Service Restaurants,KS,16719,27000,High Plains Pizza Inc,Limited-Service Restaurants,10880 Benson Dr,Overland Park,Johnson,KS,66210
60617,In-Range,5051,Limited-Service Restaurants,KS,74820,90000,High Plains Pizza Inc.,Limited-Service Restaurants,1228 E 1st St,Pratt,Pratt,KS,67124
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,High Plains Pizza Inc.,Limited-Service Restaurants,320 N LL and G Ave,Anthony,Harper,KS,67003
60255,In-Range,5021,Limited-Service Restaurants,KS,44892,1686654,High Plains Pizza Inc.,Limited-Service Restaurants,7 W Parkway Blvd,Liberal,Seward,KS,67901
60617,In-Range,5051,Limited-Service Restaurants,KS,68247,141000,Highland Village Custard Realty LLC,Limited-Service Restaurants,621 Westport Blvd,Salina,Saline,KS,67401
60617,High,5051,Limited-Service Restaurants,KS,16512,60000,Highland Village Custard LLC,Limited-Service Restaurants,260 N Rock Rd Ste 200,Wichita,Sedgwick,KS,67206
60617,High,5051,Limited-Service Restaurants,KS,20831,54000,Highway 9 Pizza & Grill,Limited-Service Restaurants,124 W 2nd St,Frankfort,Marshall,KS,66427
2921,High,243,Caterers,KS,1757,1757,Hill House Catering,Caterers,405 N 16th St,Kansas City,Wyandotte,KS,66102
13922,In-Range,1160,Full-Service Restaurants,KS,14823,33920,Hillside Cafe,Full-Service Restaurants,2307 Stagg Hill Rd,Manhattan,Riley,KS,66502
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Hillview Pizza Hut Inc.,Limited-Service Restaurants,3706 SW Topeka Blvd # 101,Topeka,Shawnee,KS,66609
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Hinman Subway Inc,Limited-Service Restaurants,1511 Lincoln St,Concordia,Cloud,KS,66901
13922,In-Range,1160,Full-Service Restaurants,KS,18577,33920,Hira's Steak and Sushi,Full-Service Restaurants,15202 W 119th St,Olathe,Johnson,KS,66062
13922,In-Range,1160,Full-Service Restaurants,KS,15304,50880,Hitchin' Post L.L.C.,Full-Service Restaurants,686 E US Highway 24,Hoxie,Sheridan,KS,67740
13922,In-Range,1160,Full-Service Restaurants,KS,4911,50880,Hitching Post Restaurant and Saloon,Full-Service Restaurants,100 SE 5th St,Abilene,Dickinson,KS,67410
13922,In-Range,1160,Full-Service Restaurants,KS,4953,23744,Hittle Beef Lc,Full-Service Restaurants,17744 Road 4,Liberal,Seward,KS,67901
2921,In-Range,243,Caterers,KS,4344,20352,Home Catering LLC,Caterers,309 E 3rd St,Brookville,Saline,KS,67425
2921,In-Range,243,Caterers,KS,4533,27136,Home Cookery,Caterers,9801 Cedar St,Overland Park,Johnson,KS,66207
13922,In-Range,1160,Full-Service Restaurants,KS,8721,33920,Home Place Restaurant,Full-Service Restaurants,102 S Liberty St,Troy,Doniphan,KS,66087
13922,In-Range,1160,Full-Service Restaurants,KS,3386,16960,Home Plate L.L.C.,Full-Service Restaurants,2703 N Van Buren St,Hutchinson,Reno,KS,67502
13922,In-Range,1160,Full-Service Restaurants,KS,12578,44096,Homers 2 42 Inc,Full-Service Restaurants,7126 W 80th St,Overland Park,Johnson,KS,66204
13922,In-Range,1160,Full-Service Restaurants,KS,2879,20352,Hometown Cafe Inc.,Full-Service Restaurants,723 E Old Hwy 50,Stafford,Stafford,KS,67578
13922,High,1160,Full-Service Restaurants,KS,11667,11667,Hong Kong Restaurant Inc,Full-Service Restaurants,3600 S Hoover CT,Wichita,Sedgwick,KS,67215
13922,In-Range,1160,Full-Service Restaurants,KS,3186,20352,Honky Tonk Bbq Corp,Full-Service Restaurants,1501 W Lydia St,Wichita,Sedgwick,KS,67213
60617,In-Range,5051,Limited-Service Restaurants,KS,79682,79682,Hoogland Foods LLC,Limited-Service Restaurants,3305 W Central Ave,Wichita,Sedgwick,KS,67203
60617,High,5051,Limited-Service Restaurants,KS,2494,3000,Hoogland Foods LLC,Limited-Service Restaurants,521 W Grand Ave,Haysville,Sedgwick,KS,67060
2921,In-Range,243,Caterers,KS,4666,4666,Hopps Catering LLC,Caterers,9112 Cody St,Overland Park,Johnson,KS,66214
60617,High,5051,Limited-Service Restaurants,KS,22446,27000,Horton's Pizza Plus,Limited-Service Restaurants,101 S West St,Arma,Crawford,KS,66712
13922,In-Range,1160,Full-Service Restaurants,KS,35297,64448,Hot Basil,Full-Service Restaurants,7528 W 119th St,Overland Park,Johnson,KS,66213
60617,High,5051,Limited-Service Restaurants,KS,5566,15000,Hot Diggity Dog,Limited-Service Restaurants,803 E Piatt Ln,Olathe,Johnson,KS,66061
2921,In-Range,243,Caterers,KS,5421,37312,Hot Lunch Service Inc,Caterers,2203 Parallel Ave,Kansas City,Wyandotte,KS,66104
13922,In-Range,1160,Full-Service Restaurants,KS,13838,30528,Hot Mess Bbq and Catering LLC,Full-Service Restaurants,105 S Village St,Tonganoxie,Leavenworth,KS,66086
60617,High,5051,Limited-Service Restaurants,KS,2879,21000,Hot Rods Grill,Limited-Service Restaurants,102 E South St,Arma,Crawford,KS,66712
13922,In-Range,1160,Full-Service Restaurants,KS,23175,61056,Hot Wok Chinese Buffet,Full-Service Restaurants,1511 S National Ave,Fort Scott,Bourbon,KS,66701
13922,In-Range,1160,Full-Service Restaurants,KS,2879,23744,Houlihan's,Full-Service Restaurants,4900 W 119th St,Leawood,Johnson,KS,66209
13922,In-Range,1160,Full-Service Restaurants,KS,2442,16960,Houlihan's Restaurants Inc.,Full-Service Restaurants,8700 State Line Rd Ste 10,Leawood,Johnson,KS,66206
13922,In-Range,1160,Full-Service Restaurants,KS,201480,247616,Houlihan's Restaurants Inc.,Full-Service Restaurants,16411 W 119th St,Olathe,Johnson,KS,66061
13922,In-Range,1160,Full-Service Restaurants,KS,15935,33920,House Hunters Wichita LLC,Full-Service Restaurants,140 E 31st St S APT 201,Wichita,Sedgwick,KS,67216
13922,In-Range,1160,Full-Service Restaurants,KS,2999,16960,House of Brews,Full-Service Restaurants,802 N Ridgeview Rd,Olathe,Johnson,KS,66061
60617,High,5051,Limited-Service Restaurants,KS,4686,4686,House of Tucks Show Dogs,Limited-Service Restaurants,3550 W Main St,Independence,Montgomery,KS,67301
60617,High,5051,Limited-Service Restaurants,KS,2051,2051,Houston Custard LLC,Limited-Service Restaurants,2420 N Woodlawn Blvd # 100,Wichita,Sedgwick,KS,67220
13922,High,1160,Full-Service Restaurants,KS,5520,6784,Hr Development L.L.C.,Full-Service Restaurants,2525 Market Pl,Salina,Saline,KS,67401
13922,In-Range,1160,Full-Service Restaurants,KS,16560,20352,Hr Development L.L.C.,Full-Service Restaurants,620 N Rock Rd,Derby,Sedgwick,KS,67037
13922,In-Range,1160,Full-Service Restaurants,KS,60720,623700,Hr Development L.L.C.,Full-Service Restaurants,1445 N Rock Rd Ste 250,Wichita,Sedgwick,KS,67206
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Hr Development L.L.C.,Full-Service Restaurants,1516 W 23rd St,Lawrence,Douglas,KS,66046
13922,In-Range,1160,Full-Service Restaurants,KS,24840,30528,Hr Development L.L.C.,Full-Service Restaurants,1530 W Central Ave,El Dorado,Butler,KS,67042
13922,In-Range,1160,Full-Service Restaurants,KS,2442,16960,Hri Holding Corp.,Full-Service Restaurants,8700 State Line Rd Ste 10,Leawood,Johnson,KS,66206
60617,High,5051,Limited-Service Restaurants,KS,17458,21000,Hsg Partners Inc.,Limited-Service Restaurants,9001 W 135th St,Overland Park,Johnson,KS,66221
60617,High,5051,Limited-Service Restaurants,KS,30277,57000,Huddle House,Limited-Service Restaurants,1735 W 21st St N,Wichita,Sedgwick,KS,67203
60617,High,5051,Limited-Service Restaurants,KS,34916,42000,Huddle House Inc.,Limited-Service Restaurants,2250 N Ohio St,Salina,Saline,KS,67401
60617,High,5051,Limited-Service Restaurants,KS,32422,39000,Huddle House Inc.,Limited-Service Restaurants,4215 W US Highway 50,Emporia,Lyon,KS,66801
